ID,label,Japanese comment,English comment,not scary,cute,cool,beautiful,not scary eye,not scary flash,cool fur,good cat,not difficult  to identify,nice eye catchlight,beautiful eye color,not dark photo,black fur,green grass,white cat,looking at the camera,not glowing eye,no surrounding unnecessary text,well-resolved fur,blurred background,natural light,soft light
CAT_00-00000311_000,2,光の感じはよいが、それでも識別しづらい。,"The lighting is good, but it's still difficult to identify.",3,2,4,3,4,4,3,3,2,4,2,3,4,1,1,5,5,5,3,3,5,1
CAT_00-00000314_026,2,眩しそう。表情が好きじゃない,It looks dazzling. I don't like the expression.,2,1,1,1,2,2,3,2,5,1,1,5,3,1,1,2,5,5,3,3,2,2
CAT_00-00000317_022,1,細すぎて心配になる。フラッシュも強い。,"It looks too thin, and it's concerning. The flash is also too strong.",1,1,1,1,2,3,1,1,5,2,3,5,3,1,1,4,5,5,3,1,1,1
CAT_00-00000317_024,2,あまり表情がわからない。,The expression is not easily understood.,3,2,2,2,3,3,3,2,4,1,1,4,4,1,1,1,5,5,2,1,1,3
CAT_00-00000317_027,2,ブレている,It's blurry.,2,3,2,2,2,5,3,3,2,4,3,4,3,1,3,5,5,5,1,4,1,3
CAT_00-00000318_017,2,反射している顔が歪んでていて怖い,The reflected face is distorted and looks scary.,1,2,2,2,4,4,3,2,4,5,4,5,3,1,3,5,5,5,3,3,3,3
CAT_00-00000318_020,2,ちょうど目に葉がかかってて見づらい,It's hard to see because a leaf is covering the eyes.,3,2,2,1,3,5,3,3,2,2,3,3,3,2,3,4,5,5,3,3,5,2
CAT_00-00000318_029,2,表情が怖い,The expression is scary.,1,2,2,2,1,5,4,2,5,3,3,4,1,1,5,4,5,5,3,3,4,4
CAT_00-00000320_029,2,目が光ってて表情の識別もできなくて怖い,"The eyes are shining, and it's difficult to identify the expression, which is scary.",1,1,2,2,1,3,3,2,2,1,2,4,2,1,1,3,1,5,3,2,1,4
CAT_00-00000321_028,2,花に視線が入ってしまって見づらい,"The gaze is directed at the flower, making it difficult to see.",5,4,3,3,2,5,3,4,2,2,2,5,3,4,1,5,5,5,3,1,5,4
CAT_00-00000324_016,2,光が硬いので、陰影が強くて猫の表情が識別しづらい,"The lighting is harsh, creating strong shadows that make it difficult to identify the cat's expression.",4,2,3,2,3,3,3,3,2,1,1,3,3,1,1,3,5,5,2,1,5,1
CAT_00-00000324_022,2,ぱっと見で猫が識別できない,The cat is not identifiable at first glance.,5,5,2,2,4,5,3,4,1,2,3,4,3,2,1,4,5,5,3,1,5,4
